Income,Credit_Score,Debt,Zip_Code,Credit_Card_Eligibility
35708,576,49696,90876,0
30998,317,40155,56668,0
50678,497,37919,65175,0
30682,356,40334,57738,0
28519,392,44628,63452,0
51480,318,32072,78323,0
39694,492,39487,56149,0
23300,536,35624,25839,0
26722,576,30938,12155,0
59986,526,38176,17019,0
44160,532,30761,64512,0
40059,339,42941,71690,0
55822,452,31669,96150,0
33575,426,37128,36190,0
27970,536,49069,20928,0
54911,354,42091,58425,0
41591,471,48315,84134,0
51821,408,37308,96117,0
29503,483,31126,58974,0
38922,497,36021,57796,0
32175,386,36437,58743,0
41389,500,37039,89455,0
20822,574,47587,80035,0
37327,510,34135,47677,0
26150,417,45111,66321,0
24425,490,41964,68973,0
36032,341,38711,62414,0
22198,341,37904,35602,0
40079,575,32283,39692,0
56220,316,32477,58750,0
33859,582,33093,31760,0
51419,557,37207,78456,0
28705,362,39394,34085,0
43236,361,44841,73964,0
42419,399,36227,32925,0
39978,318,43280,15615,0
57609,316,33535,47083,0
35358,545,40582,78319,0
54177,550,32913,19605,0
49378,380,32340,54608,0
57334,338,35289,29192,0
31382,335,30597,13331,0
34596,496,45025,61330,0
53572,457,37145,59949,0
33221,503,32902,78382,0
21279,495,38955,47586,0
27083,515,37694,62243,0
37771,584,34830,68618,0
49975,495,39834,88311,0
39063,451,40489,17549,0
22106,313,45768,62494,0
44557,445,40364,97973,0
40607,356,32160,33958,0
57599,510,43268,99779,0
48529,567,44485,47538,0
55954,509,32922,15833,0
47856,316,33804,33386,0
22573,585,32368,81778,0
32808,502,45157,34832,0
55367,398,38093,87857,0
56801,578,33932,48930,0
54072,508,41552,42407,0
43752,428,35608,14073,0
37685,587,42899,27667,0
31372,551,39292,26035,0
28996,564,39862,16732,0
36458,570,35531,65097,0
51889,487,40412,13487,0
46665,513,36344,67702,0
58243,582,46759,95107,0
51653,510,37887,39075,0
46657,375,47993,81031,0
59952,447,46158,94217,0
42180,512,49323,24781,0
51896,408,47997,49865,0
32875,428,33679,18469,0
21622,309,37540,55167,0
36725,346,39488,91738,0
35646,395,37074,29928,0
37029,402,33996,86521,0
49402,445,35695,49599,0
24263,326,44235,26775,0
50987,519,32366,76504,0
28646,317,44164,85918,0
47529,466,36764,80687,0
31664,381,45527,36804,0
55737,371,46292,42259,0
55796,553,31614,96284,0
44027,461,44396,95227,0
49373,337,48800,53560,0
56397,500,46880,37256,0
40609,499,46888,16125,0
55835,554,35733,14370,0
58709,478,33216,14838,0
39250,334,34364,67429,0
41172,381,42269,13134,0
31555,519,47861,53199,0
41874,457,43829,87092,0
33081,303,34960,43822,0
44063,466,48781,30113,0
26819,503,38301,73594,0
45712,493,38841,12669,0
44762,534,37730,59427,0
31046,505,47883,91617,0
51463,449,46979,22938,0
48769,458,30978,15717,0
43150,578,30730,87818,0
22711,465,30056,57659,0
24853,367,32243,74575,0
49077,387,31701,89737,0
43863,516,47670,26289,0
41792,300,38303,34406,0
28942,434,45100,22873,0
21762,484,42998,92048,0
51987,439,39393,33461,0
35850,405,30947,30710,0
32112,432,36553,95488,0
44058,407,30757,23448,0
58890,477,44866,25198,0
20481,597,41580,83158,0
52921,445,35651,77938,0
21524,373,37273,60799,0
54888,407,40033,44961,0
35048,421,33535,53007,0
55111,316,48677,75470,0
57904,495,47488,62256,0
54008,596,38853,30739,0
20060,551,30908,94054,0
29130,418,34617,68186,0
38023,461,40048,36547,0
33350,497,32311,95823,0
44354,344,46020,61431,0
48145,478,47173,35476,0
54020,343,43585,88411,0
40587,570,44017,20686,0
29650,377,46555,27536,0
39933,477,42552,44062,0
40581,302,43337,58216,0
43393,513,31885,35041,0
43051,373,31049,41653,0
46212,350,40503,31673,0
24090,366,31161,20367,0
26960,392,30815,29629,0
55772,475,33766,98636,0
41520,444,33239,82190,0
56408,306,43942,35063,0
48470,568,38272,29322,0
40491,303,49188,94546,0
21341,437,30869,22693,0
44791,530,35526,19241,0
20338,387,37741,39778,0
25895,316,34694,22651,0
32254,351,31934,35966,0
31344,433,47087,19275,0
21750,510,46318,55606,0
22421,518,48907,11658,0
59887,504,49023,82468,0
25319,510,36159,24248,0
35896,576,45719,34437,0
31918,323,42993,49727,0
45064,303,43813,28201,0
47935,451,31164,51150,0
57641,558,30619,99891,0
49711,467,37982,24999,0
24806,475,33066,16376,0
32182,590,38638,61673,0
42297,355,32337,13476,0
39541,407,35594,79902,0
48921,595,32460,87994,0
36774,440,36820,72878,0
57198,454,33442,30615,0
28820,561,46191,21164,0
44070,572,49095,49316,0
24232,531,46326,78560,0
31122,540,40529,39559,0
35023,557,47675,72968,0
28007,548,40390,76800,0
37905,376,44030,19047,0
49398,479,35374,54985,0
54268,365,43142,82123,0
26737,470,49039,16577,0
56062,321,42204,93171,0
45510,406,37394,13870,0
39426,526,47088,44094,0
57265,515,30825,65329,0
37850,368,39196,19217,0
20614,383,41652,93138,0
41776,402,46760,76141,0
44077,338,30972,32343,0
29374,312,41268,60822,0
55435,596,30443,23003,0
50907,480,30754,69538,0
33409,567,46023,42089,0
36514,312,40363,63595,0
49866,419,40897,93197,0
22983,356,35396,92318,0
51705,339,33465,40029,0
40662,427,32711,89023,0
43510,472,48791,61324,0
32651,334,35747,61962,0
48535,558,48107,49042,0
26640,304,31919,97601,0
35317,517,47302,86380,0
27564,310,43473,94859,0
47345,416,46965,55957,0
48687,483,44235,92864,0
33737,415,45710,53739,0
29323,461,44434,48733,0
35229,366,43478,55389,0
28502,499,33881,39715,0
20545,330,31999,49116,0
57114,374,44849,66922,0
49430,536,40903,66251,0
29996,365,46784,71794,0
47788,369,44700,27580,0
49969,596,35445,10823,0
33919,319,32628,17084,0
23810,525,48040,87991,0
50586,498,47004,20607,0
59974,338,30246,92455,0
36371,444,35212,94930,0
49629,344,33339,86355,0
28436,390,49394,21969,0
32984,537,32368,73059,0
53039,369,42186,27333,0
39895,465,31839,87236,0
38155,429,49287,46668,0
30616,513,36205,21945,0
57129,388,34395,56526,0
59837,551,45290,57717,0
44574,371,33691,69426,0
23430,464,37470,94166,0
32676,348,33841,98896,0
30816,351,34348,88349,0
52733,588,47776,14601,0
40144,577,36060,22930,0
22050,413,45525,14333,0
53933,538,34300,80935,0
44951,432,33338,27839,0
52413,573,35487,61337,0
54801,465,33514,50204,0
52913,592,47143,30195,0
45280,542,41280,37848,0
44557,437,40307,99229,0
55400,378,39915,50854,0
24494,469,41158,60998,0
35152,422,38621,77390,0
43895,475,40547,41558,0
29155,599,43485,12985,0
51883,381,32459,71794,0
21828,386,35273,53585,0
52123,524,48102,94814,0
57573,315,39457,50264,0
20806,462,35423,43326,0
49757,397,47692,94816,0
54636,455,47434,69261,0
34561,301,35479,44022,0
44262,468,45419,25667,0
34899,391,32249,28065,0
35934,480,32809,97191,0
58197,530,32921,20006,0
56332,447,34676,81819,0
54157,579,32417,55076,0
31593,488,46916,78861,0
37320,427,43463,60393,0
47376,306,38167,13143,0
34199,346,31469,67505,0
35876,352,37292,22417,0
28245,486,36931,41300,0
27214,337,49808,38896,0
20726,525,31091,60629,0
31362,352,46363,37606,0
38297,523,30260,49916,0
50448,453,40456,71330,0
46172,347,43435,17551,0
27657,446,39377,66422,0
38850,363,45813,77782,0
45425,481,34301,75391,0
46685,424,37207,73411,0
44578,478,46476,83185,0
48831,338,38556,10888,0
27906,559,43795,67135,0
27287,302,36125,39424,0
53660,363,31924,51559,0
30222,328,49479,21075,0
57443,310,36683,32699,0
54701,396,48922,57972,0
37764,502,48660,19950,0
37674,320,43331,15413,0
38024,338,39945,49305,0
43874,522,47294,13569,0
52284,401,30306,76778,0
37602,345,34231,40085,0
57784,365,36028,86023,0
43265,390,42207,93845,0
45931,463,36658,46163,0
48841,410,36336,59592,0
49192,422,43896,97151,0
35585,492,39630,67333,0
45559,398,47256,18039,0
53742,590,31141,18198,0
24133,458,47049,44354,0
34663,402,38400,13824,0
41754,580,30951,60420,0
23972,342,39249,99535,0
25295,383,42936,13436,0
49125,490,44455,50857,0
29903,350,34722,26057,0
23020,509,42812,11310,0
40420,425,34008,85355,0
41452,368,40060,88993,0
58001,564,43056,76013,0
29516,557,36655,70022,0
22396,487,47155,18906,0
38546,529,43027,19868,0
39129,488,34030,28546,0
21591,309,30521,82855,0
31303,413,49739,43149,0
50561,375,31400,77381,0
26183,463,41930,33684,0
46572,384,33723,39858,0
54080,348,36579,55330,0
40695,476,49631,69204,0
27314,517,48242,35293,0
39623,488,34781,66869,0
22139,529,42873,14629,0
51290,554,48782,15704,0
38088,535,46526,11776,0
59692,325,41043,67255,0
53130,371,49853,58281,0
52088,560,46375,41236,0
46292,553,47101,76780,0
40670,570,30642,11333,0
23738,422,48932,79205,0
22469,443,41885,93120,0
42534,556,37549,60946,0
29017,443,43397,65333,0
22808,558,45074,37277,0
32713,346,43771,60606,0
22719,312,30949,11933,0
42890,507,46905,43514,0
31700,534,44732,99893,0
56509,448,46738,72958,0
56766,454,47866,16827,0
46705,465,39839,40844,0
38787,389,42823,10792,0
46588,485,48599,49695,0
46123,473,48921,93187,0
53062,516,44690,52510,0
30177,563,36339,49137,0
41727,396,40956,94610,0
50220,416,33765,83410,0
29882,498,32827,92212,0
21136,320,32058,49632,0
54832,499,41519,46790,0
51966,547,30730,93568,0
27009,575,31832,40885,0
32987,563,38600,75214,0
57311,357,45618,86544,0
51575,330,37170,54870,0
21007,548,34179,58110,0
25445,392,36299,15171,0
30706,564,37830,19589,0
49257,570,41439,28077,0
41736,393,34802,74874,0
33281,453,36615,82246,0
21435,584,36762,95772,0
53339,379,35543,48227,0
55150,591,34883,24937,0
45821,383,45739,19754,0
46660,336,30666,35688,0
25084,531,30276,17048,0
36661,392,44063,32568,0
33507,401,30881,85019,0
27059,465,32060,27545,0
38271,458,44677,92949,0
27491,313,48466,55217,0
34859,524,36702,58122,0
28073,372,39429,43746,0
29077,548,45853,18709,0
40953,390,30158,35358,0
31383,515,45996,21023,0
22353,389,35229,38756,0
43821,328,37956,73175,0
57567,519,42566,64281,0
44860,514,32526,59289,0
41195,520,37803,68097,0
31939,341,36574,86681,0
45338,434,38733,96728,0
41730,341,47522,57259,0
41427,463,37257,28839,0
55196,582,33283,37410,0
47083,357,45909,21447,0
41510,324,41802,96569,0
27813,372,37896,85665,0
51598,428,48803,23907,0
47570,386,43526,31637,0
47082,452,48140,48196,0
49241,481,41278,32369,0
50678,424,43242,12589,0
31745,366,48690,33560,0
46029,305,32570,13034,0
33025,424,30324,10169,0
56124,352,39721,13239,0
34288,365,35645,13415,0
43650,381,48329,95488,0
26540,386,44404,86944,0
52232,301,34486,13484,0
36422,503,32430,63987,0
23342,449,49894,28225,0
55612,592,47229,90459,0
30396,402,43156,71104,0
37482,323,30567,30936,0
43411,511,32179,49612,0
33261,364,32019,94946,0
23093,508,45919,49952,0
31722,550,49703,68945,0
42042,416,48704,97399,0
48087,415,48030,15380,0
52347,536,33909,60298,0
53756,404,38015,96246,0
59214,558,33420,90821,0
36335,345,44885,37260,0
48602,515,46740,42879,0
54450,323,37485,26143,0
52196,334,49465,59744,0
25626,323,48664,82949,0
27424,327,34131,41578,0
32857,315,40652,90262,0
39982,358,44379,67331,0
31425,542,44903,73815,0
21980,506,45913,81519,0
46431,570,49171,29178,0
39440,548,39470,85857,0
37175,566,46849,70197,0
46385,492,41540,46366,0
58158,517,47871,62955,0
43019,414,34597,51911,0
38639,367,34536,93422,0
39994,598,46709,63619,0
54375,374,39957,54296,0
41563,402,34162,32791,0
59341,596,30303,18301,0
25776,477,35067,45779,0
56444,514,35024,46894,0
23380,338,37715,89618,0
28711,558,41226,59250,0
28782,503,32631,80994,0
37434,306,43412,51770,0
40017,348,45037,32300,0
50707,325,41647,78235,0
59110,460,42569,39485,0
37343,475,32369,50285,0
58827,378,41659,76555,0
25655,301,30528,42471,0
35251,431,40502,58671,0
20526,575,34675,30270,0
23224,416,48047,98151,0
31536,463,49748,23698,0
48541,587,32341,82265,0
33547,327,43919,49729,0
54531,300,44730,21171,0
28712,487,45256,89483,0
58565,355,34905,70684,0
29208,334,45539,65165,0
25109,411,45255,59948,0
55201,585,38884,44725,0
36967,335,39143,29450,0
49759,516,35950,23300,0
40172,379,31360,94600,0
56935,382,35127,14441,0
46589,364,44252,29332,0
50015,427,38730,30115,0
49009,321,33925,97404,0
37773,515,38463,51997,0
46143,406,47412,96151,0
26154,408,31242,23615,0
41804,480,38784,24732,0
40581,463,39797,35367,0
50087,367,36406,52738,0
52981,591,49761,10981,0
23762,479,43965,72881,0
29768,480,43733,68609,0
59499,468,47824,97090,0
58559,321,33626,91666,0
28783,365,40074,94351,0
49781,320,46568,18566,0
50811,399,38031,81885,0
55488,599,33188,20728,0
28905,402,32945,93911,0
29127,346,36765,97350,0
42431,338,48858,46214,0
26368,584,40807,67935,0
47424,389,40204,97081,0
38333,384,39352,55588,0
43116,572,34599,28953,0
35525,487,34313,78408,0
43398,458,32218,84904,0
52857,542,43786,44103,0
30361,372,47536,80949,0
36369,348,30056,59264,0
23041,400,42533,30156,0
20105,301,30143,23423,0
29078,543,37218,48062,0
45003,475,38559,52805,0
26090,537,30615,11987,0
58850,358,38062,72979,0
21925,398,41520,47597,0
38440,301,35977,93905,0
59685,542,41419,37868,0
46015,596,39780,86970,0
53320,510,40681,73805,0
45291,422,36984,90084,0
56679,528,34971,26636,0
46289,381,30944,67467,0
23389,443,39114,27007,0
45683,439,37078,86864,0
33629,328,48130,13389,0
44826,569,42312,19458,0
55198,546,35783,78481,0
46630,311,39751,84888,0
53226,405,36907,86022,0
52975,331,49310,51400,0
20899,373,47473,77628,0
31653,470,32957,61857,0
47961,368,48996,74367,0
36405,436,36047,46527,0
28601,399,36249,80648,0
53662,445,46347,26937,0
53282,308,33759,47672,0
41288,361,34263,11112,0
49545,484,40281,45545,0
56877,328,31902,99017,0
35313,413,32567,58355,0
35349,442,40190,85561,0
27179,419,38075,44082,0
30326,469,32994,70482,0
21560,456,35229,89098,0
33612,559,32010,21304,0
37650,381,37377,66625,0
46745,541,43036,82551,0
51890,471,47214,54885,0
40022,530,30048,81246,0
24780,507,34210,22588,0
38311,374,47562,30967,0
48380,569,44838,97440,0
22356,413,46038,34256,0
24790,361,37878,68348,0
46911,401,46454,35052,0
44363,509,45347,90972,0
40049,554,37879,97351,0
30181,319,48161,68479,0
59825,357,43254,90732,0
36082,411,37380,70200,0
20661,495,32228,93625,0
57412,391,39814,93140,0
22920,351,38888,12506,0
45658,592,36391,30709,0
34025,307,39429,68535,0
28946,599,48790,54840,0
48706,397,30637,70587,0
59004,535,47333,69321,0
36309,368,40096,53202,0
53120,344,33587,66588,0
50027,436,31111,13090,0
27005,533,38367,69231,0
20956,331,30722,31552,0
54839,588,34866,90227,0
28595,425,40139,43741,0
32803,366,47086,31661,0
45963,329,32128,51025,0
56221,413,39118,16092,0
59443,503,32517,45674,0
53723,328,47533,10570,0
59063,430,44228,22084,0
35282,484,44179,75843,0
24703,552,48262,70752,0
26563,585,39675,79278,0
45849,361,30309,10765,0
51860,302,33952,34198,0
51585,367,49433,71201,0
42015,324,43871,83271,0
32003,478,39692,91738,0
46958,440,30015,57199,0
46017,530,46989,21377,0
31171,599,46005,89833,0
32201,462,44278,18036,0
49426,429,44817,50364,0
37778,545,39759,99905,0
41116,596,45664,47443,0
53297,471,36412,11663,0
39342,363,40196,49244,0
47490,330,38507,68391,0
39975,346,34820,87564,0
46723,429,37835,95359,0
43279,409,31849,25077,0
32765,368,43587,67849,0
31561,357,31953,29631,0
20525,405,49153,62652,0
42861,599,42731,77446,0
53142,555,49430,43500,0
46916,470,36840,29897,0
24648,461,35066,68915,0
55133,585,32415,47377,0
50523,370,32389,86670,0
49052,554,46211,36897,0
54414,354,30763,57280,0
52781,302,47199,67320,0
24599,325,36255,82592,0
55046,425,47261,78289,0
55923,352,37173,41941,0
23814,497,40518,24234,0
55984,598,40252,85172,0
46616,487,42447,13376,0
22113,485,45089,40783,0
33760,597,39395,51249,0
41927,503,42067,53025,0
40939,310,49207,26447,0
52419,445,35287,95865,0
32588,384,49669,26713,0
56142,399,43461,14858,0
59198,403,43402,61115,0
53397,345,37433,95008,0
36653,343,41284,69834,0
30831,577,34826,92060,0
25724,480,33664,14539,0
31083,486,40528,73983,0
39816,413,30497,28857,0
26276,554,37641,15364,0
58663,329,34643,75985,0
33994,563,35056,69169,0
43499,397,30131,96366,0
43040,414,35443,31078,0
36959,575,47241,47574,0
26099,580,43443,10869,0
39576,574,38712,72624,0
55946,560,38221,50075,0
26116,506,45660,13659,0
35563,510,36147,46370,0
46788,514,41588,68185,0
46928,339,34604,89921,0
56336,325,39452,53751,0
29847,326,47942,72758,0
46155,489,46399,94873,0
34135,382,33605,15131,0
37774,469,43284,11358,0
21742,466,31607,67371,0
38309,487,41709,92307,0
20619,468,32016,89139,0
37658,588,33574,26246,0
54707,528,43541,27216,0
40337,396,37274,51209,0
36001,315,39935,52987,0
20968,578,45748,30577,0
45892,434,36406,52320,0
45619,325,41826,21301,0
20281,311,47472,85051,0
47420,371,31361,10891,0
35360,432,34473,31972,0
59030,405,37319,60457,0
21058,519,38667,64435,0
40677,476,39481,30932,0
30724,581,38520,14192,0
48404,432,47570,26128,0
57946,321,49798,32836,0
59748,568,33536,34837,0
49856,460,31773,32778,0
29200,406,40255,53130,0
53997,578,32558,26708,0
45611,534,35079,34232,0
55057,317,44341,67266,0
21239,541,49675,49412,0
58138,416,39981,14782,0
20125,585,33524,71196,0
43857,581,49888,36315,0
35398,443,38998,20052,0
26638,504,43697,29521,0
26570,338,49050,79434,0
23249,453,43606,92755,0
29110,475,43429,79690,0
33605,540,46039,45546,0
32115,433,37140,89345,0
59062,345,38785,35972,0
42911,349,44901,88059,0
58525,465,33280,74385,0
52556,405,32212,32030,0
32595,515,45213,50376,0
21969,445,38078,95641,0
37275,371,45936,99831,0
24470,572,46997,87400,0
30225,546,44274,88412,0
43196,485,30868,28055,0
33669,369,47195,97508,0
57380,449,46042,35493,0
58006,545,45407,84861,0
35577,561,46254,46775,0
42473,325,31744,61057,0
48625,439,32256,95909,0
35504,398,41859,46253,0
44089,577,35423,96717,0
56487,350,35089,61884,0
20302,450,36608,86497,0
51463,403,39717,27705,0
49259,388,47853,54676,0
57208,440,49059,89045,0
50659,512,47897,17101,0
55840,532,34876,72495,0
51890,482,47835,14743,0
33598,550,33007,18951,0
39508,308,44325,17014,0
33380,378,33124,46180,0
46984,351,31753,66977,0
28125,568,47996,69534,0
56059,525,33275,73209,0
24033,350,38747,51908,0
57873,485,42443,60918,0
37087,333,48433,18219,0
25704,590,30824,17163,0
27848,529,43880,12470,0
41592,430,41041,26543,0
26924,419,49414,29276,0
47208,546,31081,46881,0
39614,491,41517,88950,0
20488,509,46876,17749,0
59882,402,34764,34182,0
45923,432,38266,87450,0
55941,438,41183,90543,0
49165,420,49744,31383,0
21667,393,46712,88578,0
46213,428,42877,35412,0
24114,390,39982,23181,0
56321,391,38968,54898,0
27761,362,44639,69630,0
51116,328,34674,13405,0
53768,509,34316,20862,0
45426,311,45314,64679,0
37772,596,39695,38688,0
58218,429,45814,58017,0
23712,592,49709,22939,0
21367,472,38379,49585,0
46200,507,31214,32942,0
23726,323,41638,15272,0
43616,398,40713,54134,0
47723,438,45977,34265,0
57574,473,42071,58192,0
54958,328,33136,38668,0
29108,442,36618,91560,0
32178,341,35265,79283,0
55643,598,37965,19297,0
51324,507,39597,74005,0
58360,491,38708,68434,0
37824,459,36569,74749,0
28927,363,47875,11607,0
48144,542,35213,69183,0
51010,557,41881,96994,0
42443,451,34228,66305,0
34437,514,34409,37973,0
59778,465,30590,33117,0
31207,330,49440,91986,0
45537,531,48590,91071,0
55757,581,32708,17645,0
32040,328,35981,52238,0
42612,494,42221,79694,0
48441,555,47131,51773,0
26471,580,43785,26786,0
55631,593,36553,50693,0
46523,386,47881,36578,0
51348,448,31379,56408,0
21177,548,37360,79702,0
24760,582,33770,94845,0
52779,497,49726,25076,0
41636,343,44449,29377,0
36353,327,39088,19278,0
31556,316,31546,74808,0
47598,426,49510,43539,0
31563,467,36208,21440,0
28234,543,46350,36245,0
45519,375,38875,32097,0
46966,530,31295,83703,0
36173,503,45861,77092,0
46987,547,43973,11151,0
33178,513,47769,31698,0
59338,514,44481,27601,0
44596,457,47326,36807,0
53174,368,33280,55302,0
24431,384,43597,95864,0
47764,566,47417,18039,0
41627,368,32786,57427,0
59310,398,32233,81839,0
28906,515,31620,68049,0
56914,460,33535,29053,0
33076,393,49589,96298,0
57650,473,32882,99147,0
26012,464,46554,65413,0
27151,414,39745,75958,0
48211,519,33897,41275,0
47117,330,45861,36597,0
56378,310,32837,87521,0
26894,429,38599,78908,0
33467,404,45911,91619,0
51010,326,36721,65188,0
32289,526,47063,44710,0
43171,301,35487,85486,0
54905,400,45121,59050,0
40829,320,30236,59249,0
54054,357,41629,44247,0
49734,479,41549,80162,0
27052,319,32423,36408,0
23654,554,42906,86313,0
43486,337,44988,80683,0
38743,447,31032,15443,0
44489,324,36339,10079,0
28636,420,32940,48345,0
26441,325,42262,22901,0
44611,468,49516,77759,0
32149,524,41652,52732,0
54566,300,34942,89304,0
41675,560,36961,27507,0
25495,312,37730,91785,0
33673,347,30633,45391,0
31130,590,36822,44171,0
42668,393,36487,61730,0
35222,560,45131,17485,0
43669,577,49830,47748,0
54068,504,35738,13878,0
43253,484,33098,11949,0
29435,474,38097,95380,0
48552,368,43136,30881,0
57384,403,35476,61306,0
36393,545,38253,97150,0
30617,460,48201,99364,0
58520,499,34887,19958,0
29852,515,48982,69185,0
51401,511,41643,18697,0
26295,315,39492,97160,0
55993,504,32653,25493,0
54084,338,31454,52801,0
59575,388,47522,31199,0
56451,555,35807,75792,0
27227,553,33192,44488,0
51910,515,42812,40493,0
56041,471,45775,59002,0
43384,436,40402,33731,0
20145,477,43074,17076,0
57778,376,45245,11071,0
36035,487,33759,77602,0
23040,314,49413,51410,0
46160,591,45683,64327,0
37633,513,42460,71072,0
49344,507,46447,51041,0
37014,468,45460,63326,0
34996,579,47729,48549,0
31695,445,47358,63096,0
22852,562,39814,65578,0
36014,303,43890,56390,0
47042,389,49714,56052,0
53755,359,31740,53167,0
43711,315,41218,64587,0
46122,526,36055,71292,0
29160,328,31954,85419,0
47213,450,46663,52139,0
59420,544,48775,97753,0
27421,569,39232,20707,0
41400,378,36439,23140,0
53537,588,30961,21093,0
37727,452,47601,92036,0
24358,576,36007,82043,0
48482,578,47776,15830,0
52117,356,32076,40608,0
43164,485,36196,57287,0
51910,392,46292,43427,0
52496,575,40315,94042,0
49371,457,41785,38395,0
58467,574,38142,27970,0
37625,480,36260,80218,0
53893,376,45534,86475,0
30793,450,34841,84362,0
51007,537,43384,33371,0
45766,588,47443,99895,0
59532,530,31922,29266,0
32323,317,41991,29195,0
27843,372,36101,37315,0
34210,488,32473,93804,0
36456,316,38108,85246,0
51367,318,45450,51581,0
30106,518,40043,55537,0
57957,419,46210,89697,0
22472,400,34549,85265,0
26704,333,30594,32184,0
23713,383,46890,33279,0
25051,495,34889,36570,0
30756,501,38212,53030,0
22475,310,47783,72245,0
56378,517,33201,65467,0
24255,552,37854,45133,0
34484,521,36763,88731,0
54503,379,40653,53805,0
28258,306,35190,53998,0
55196,571,43715,27238,0
28533,526,35681,91088,0
52581,315,33678,78264,0
25249,311,44102,58245,0
39201,590,46720,33557,0
29686,540,31667,80474,0
52007,320,47293,75667,0
20661,477,38204,95513,0
50137,527,35122,75074,0
30526,572,41217,68204,0
23374,587,45583,35575,0
45592,596,30973,90263,0
48982,433,31408,86024,0
20207,582,40135,30069,0
55433,452,48672,34400,0
43197,365,38738,34146,0
53400,436,44349,16846,0
23083,391,31218,50352,0
49328,558,47804,33694,0
40103,402,33377,31740,0
59891,354,40964,59438,0
30754,556,34098,40996,0
54447,400,49122,73874,0
35901,497,37619,69682,0
53004,525,41939,54200,0
27446,536,48226,32970,0
57211,325,49200,20895,0
49301,420,46878,48071,0
46116,481,36560,62268,0
38752,498,35510,32258,0
52376,554,33444,98890,0
93395,771,7543,67300,1
136273,680,12429,71915,1
84895,708,7253,18444,1
90699,678,13775,85147,1
145061,755,45,86064,1
89715,666,15597,76535,1
99169,791,2057,13760,1
96163,813,663,46884,1
85782,835,4668,97477,1
115585,673,18413,36022,1
110682,758,5717,64504,1
127864,840,2696,53130,1
135114,740,13200,53881,1
118067,674,16101,72399,1
122685,836,8831,46451,1
98073,681,19047,61413,1
116035,765,19129,72278,1
144977,731,5004,39639,1
145450,759,13156,44621,1
90382,795,4402,23079,1
84437,686,10787,16895,1
144612,675,14662,62142,1
141929,786,19811,22552,1
92329,713,5912,58821,1
105169,721,394,43630,1
114594,797,14635,80063,1
140631,831,3597,22247,1
125033,755,10524,27603,1
143133,735,329,55564,1
132290,807,17156,10527,1
111750,702,1645,66521,1
120461,741,18171,78458,1
104226,748,9815,15849,1
86721,840,17383,60314,1
136154,660,1848,55724,1
100609,680,1561,27230,1
132130,826,773,82495,1
135249,749,7311,52730,1
128895,736,15203,95203,1
85656,796,18187,13323,1
143740,789,9290,10445,1
144309,664,2050,92945,1
109984,808,17131,19963,1
85901,820,3973,60511,1
111552,750,1615,25437,1
111055,814,14550,26855,1
117685,678,10494,91947,1
94716,763,5506,20847,1
91138,756,13054,13236,1
115298,803,13861,71897,1
131112,757,11587,23487,1
103429,779,13515,87384,1
130200,733,5854,72423,1
128244,664,16600,23155,1
97347,781,17743,21255,1
96920,699,3774,11979,1
111822,815,4927,31305,1
126659,672,4429,84543,1
120108,708,4606,45094,1
87967,739,4478,45098,1
91871,764,16076,99566,1
113613,724,18280,43770,1
108179,805,7366,19734,1
132188,843,4427,81984,1
135099,772,13476,49605,1
115262,785,5361,87932,1
98268,806,641,65619,1
140545,788,10085,37881,1
119922,667,19659,73401,1
122913,832,4050,41177,1
135677,699,4553,50122,1
129841,791,18688,45297,1
126332,767,3343,46680,1
105032,786,2056,93452,1
117846,788,19192,61044,1
139474,840,9416,54084,1
124936,757,7226,44189,1
109794,716,886,23510,1
141588,830,8584,32152,1
130331,816,18830,94738,1
108141,727,11530,36445,1
89074,833,3591,86688,1
86406,805,18565,81153,1
103291,724,16738,11195,1
121568,688,2631,69949,1
126851,674,17905,35433,1
134823,670,19056,15305,1
103312,787,11370,68860,1
123108,820,18721,83613,1
146918,664,17012,58648,1
114171,697,2679,73090,1
121779,735,4422,52113,1
148828,798,7463,52642,1
92411,837,9613,43062,1
137009,765,17510,81633,1
95422,699,1780,51604,1
122468,800,9424,16678,1
112371,790,6571,42121,1
137022,718,825,58503,1
131196,653,11155,96940,1
106715,727,2395,81279,1
107605,849,4145,26494,1
111174,658,15779,54185,1
89956,770,5492,19678,1
149252,764,7111,47632,1
141949,812,13087,56235,1
142646,750,9984,11648,1
143037,798,6792,91213,1
86548,835,19935,98301,1
103177,795,7711,77917,1
104022,746,1565,26489,1
85542,849,3667,87281,1
140428,730,6459,15818,1
102740,692,4096,43149,1
139353,744,1019,37312,1
136532,655,9476,47124,1
96052,716,8254,11316,1
127076,789,11584,80990,1
133420,749,5965,70046,1
80671,661,11464,88643,1
80163,715,18653,79610,1
121424,651,12439,96724,1
133744,792,4721,74042,1
90634,800,8408,33102,1
84798,806,195,41957,1
102420,730,3273,22872,1
109300,784,15330,60094,1
90749,805,10886,57719,1
105121,791,3212,83885,1
117487,821,2755,29693,1
113361,807,17905,60478,1
101223,809,1080,53677,1
94056,719,15501,70012,1
108380,764,17105,20760,1
106035,737,14047,21584,1
110620,655,17946,12106,1
99877,676,639,23669,1
135316,731,12502,35223,1
144041,737,5190,70666,1
133352,769,3736,45706,1
110911,673,16473,78019,1
112784,751,1251,71585,1
83191,683,9294,37482,1
113160,817,16732,70369,1
144641,696,4052,44143,1
129723,673,19325,34240,1
